,state,gender,avg_fam_income,pobc2,avggift,domain,target_d,med_home_val_transformed
2975,FL,Male,297.0,36,14,C3,15.0,-0.5845103466502366
2976,AL,Female,306.0,64,8,R3,12.0,-0.9016747304329094
2977,CA,Female,575.0,44,9,U1,11.0,1.384649263464214
2978,NV,Female,482.0,26,7,C2,5.0,0.10342490255116582
2979,WA,U,408.0,42,5,U2,5.0,0.4980966815038421
2980,MI,Male,621.0,76,10,S1,10.0,0.24232075430853015
2981,MI,Female,260.0,52,5,R3,7.0,-1.033902792402554
2982,FL,Male,579.0,28,11,C1,20.0,0.6044409234517385
2983,NM,Female,291.0,28,7,T2,8.0,-0.34390039815382273
2984,NC,U,388.0,73,6,T2,6.0,-0.448561198135979
2985,IL,Female,342.0,62,4,U2,10.0,-0.14755272204351555
2986,IL,Male,514.0,83,15,T2,15.0,0.3588317805436631
2987,AZ,Female,829.0,29,32,0,50.0,1.0897261079726488
2988,TX,Male,313.0,67,10,0,10.0,-0.5766233880074547
2989,OR,Female,283.0,46,15,S2,15.0,-0.6286610015304483
2990,ID,Male,241.0,58,15,T2,15.0,-0.9041474802122478
2991,MO,Male,305.0,77,14,R2,10.0,-1.1299478943315395
2992,TX,Female,393.0,53,10,S1,12.0,0.13262193814475245
2993,TX,Female,331.0,76,7,T2,15.0,-0.4323989632190629
2994,AZ,Female,338.0,32,9,T2,20.0,0.02345668928265996
2995,MO,Male,225.0,80,3,R3,3.0,-1.8303312974777093
2996,SC,Male,221.0,75,12,T2,20.0,-0.6409367710242053
2997,AZ,Female,419.0,38,13,T1,25.0,0.06980303240154481
2998,IL,Male,228.0,63,4,R3,5.0,-1.5759293636960066
2999,CA,Female,826.0,50,11,C1,14.0,2.018003685785347
3000,OR,Female,364.0,51,5,C2,5.0,-0.5339800800365458
3001,CA,Female,178.0,24,7,C3,5.0,0.8964951067253636
3002,CA,Female,508.0,27,12,U1,20.0,2.1404807047259142
3003,HI,Female,321.0,55,20,R2,20.0,-0.17914752709777543
3004,WA,Female,408.0,63,21,S2,25.0,0.23522004364237925
3005,OR,Male,405.0,48,7,S2,10.0,-0.32879597324634763
3006,TX,Female,762.0,55,7,C1,10.0,0.19806323561966335
3007,SC,Male,655.0,60,4,C1,5.0,-0.04366916453578641
3008,FL,Female,406.0,19,10,T2,15.0,0.014031561837437282
3009,WA,U,447.0,57,9,U1,10.0,0.3992706980400233
3010,MT,U,388.0,50,15,R1,20.0,-0.11364304890977722
3011,ND,Female,266.0,61,10,T3,11.0,-1.1387709456652735
3012,NC,U,567.0,62,12,T1,25.0,0.9309899610703675
3013,WI,Female,776.0,64,9,S1,12.0,0.38951808540230876
3014,CA,Male,438.0,58,16,C2,20.0,0.2948459101494554
3015,WV,Female,291.0,80,6,T2,12.0,-0.6533168573520618
3016,MO,Male,342.0,89,5,R2,10.0,-0.6595466676008618
3017,CA,Female,279.0,41,11,R3,15.0,-0.4740495607959138
3018,WA,U,564.0,63,23,T1,25.0,0.8178683911383925
3019,CA,Male,393.0,51,7,U3,15.0,0.2948459101494554
3020,AZ,Female,226.0,26,4,C3,7.0,-0.44315468576614836
3021,SC,Female,264.0,96,16,R3,10.0,-0.8247980511586112
3022,TX,Female,496.0,74,5,C2,5.0,-0.7233684848482889
3023,WI,Female,308.0,63,8,R3,10.0,-0.8796178721734655
3024,MI,Female,439.0,69,5,C2,7.0,-0.4594323197082344
3025,FL,Male,817.0,15,6,C1,10.0,1.7859537683944862
3026,NC,Male,525.0,36,7,C1,3.0,0.5781791549230191
3027,GA,Female,383.0,70,10,C2,17.0,-0.36940583980422775
3028,FL,Female,464.0,26,20,U2,20.0,0.2948459101494554
3029,TX,Male,381.0,65,4,S2,20.0,-0.9367065071742326
3030,WI,Female,315.0,84,9,C2,20.0,-0.9571365026048338
3031,MO,Male,761.0,62,9,C1,16.0,-0.2762444041624213
3032,CA,Male,452.0,60,10,T2,5.0,0.09701080510026307
3033,AK,U,590.0,24,20,C2,25.0,0.1526421186173862
3034,CA,Male,514.0,60,21,S2,30.0,1.3365391729809233
3035,FL,Female,240.0,17,6,C3,8.0,-0.9443317923244761
3036,AR,Female,276.0,73,8,R3,10.0,-1.017655255006771
3037,CA,Female,412.0,39,15,R2,15.0,-0.10491224125391181
3038,FL,Female,525.0,13,12,C1,20.0,0.7430887551257618
3039,FL,Female,470.0,37,14,S2,50.0,-0.2665838474107106
3040,MS,U,393.0,58,6,T3,15.0,-0.6762915733790563
3041,NC,U,649.0,54,8,C2,20.0,1.411839620665203
3042,CA,Female,744.0,27,12,T1,15.0,1.4538754156703937
3043,CA,Female,510.0,63,13,S1,20.0,1.761986884971754
3044,AZ,Female,229.0,40,20,C3,25.0,-0.5474160765957039
3045,MN,Female,265.0,82,15,U3,15.0,-1.0149664708226138
3046,CA,Female,401.0,58,6,0,8.0,0.3938591370245984
3047,CA,U,661.0,36,8,C1,15.0,1.480200216852649
3048,CA,Female,212.0,59,11,C3,10.0,-0.4075932750063028
3049,CA,Male,493.0,47,25,S1,20.0,1.304969750752846
3050,AZ,Male,382.0,24,6,C1,5.0,0.38407692009444694
3051,NC,Male,519.0,66,12,T2,25.0,-0.10346164470397709
3052,FL,Male,552.0,33,11,T2,5.0,0.2992546037547833
3053,IL,Female,663.0,63,22,0,25.0,0.7484643144376525
3054,WY,U,456.0,25,10,R1,15.0,0.7502528022336287
3055,KS,Female,493.0,31,8,U1,10.0,-0.32545924815960114
3056,FL,Female,348.0,8,18,S1,5.0,-0.08758960516192005
3057,IN,Male,396.0,72,8,R2,10.0,-0.4252704277857795
3058,OR,Male,412.0,56,8,S2,5.0,-0.25538744557104415
3059,KY,Female,832.0,74,5,T1,5.0,1.0761497473841963
3060,OK,Female,500.0,68,12,T1,20.0,-0.32545924815960114
3061,CA,Male,1093.0,59,25,T1,30.0,2.835906872311437
3062,MI,Female,331.0,89,5,C3,10.0,-1.0475956612736832
3063,CA,Female,572.0,55,9,S1,15.0,1.5300745998968113
3064,CA,Female,437.0,55,13,C2,20.0,0.6689866650742632
3065,FL,Male,616.0,23,13,S3,20.0,0.5143952012684925
3066,FL,Male,327.0,8,9,C2,10.0,-0.32046751350736113
3067,IL,Male,502.0,71,5,C3,8.0,-0.6104385407069429
3068,FL,Female,441.0,30,4,S2,5.0,0.2173403476550626
3069,MN,Male,320.0,79,7,R2,20.0,-0.62662503917123
3070,IL,Male,471.0,65,4,T2,10.0,-0.14755272204351555
3071,TX,Female,511.0,51,20,S1,20.0,-0.10201233759868338
3072,WA,Female,761.0,53,13,S1,22.0,1.167878622621809
3073,CA,Female,444.0,52,13,S2,20.0,0.8495327609465886
3074,IN,Female,530.0,57,9,S1,10.0,0.17366030447435182
3075,GA,Male,688.0,34,6,C1,9.0,0.608300155012953
3076,CA,Male,349.0,63,15,R1,20.0,0.33434450327099746
3077,OR,Female,272.0,55,23,T3,23.0,-0.8844889520172907
3078,MI,Male,371.0,87,8,S2,10.0,-0.43776732641974864
3079,IA,Male,325.0,66,10,C2,13.0,-0.25379441541719144
3080,IL,Female,655.0,57,15,C1,15.0,0.6121513969878488
3081,WI,Female,231.0,54,9,R2,5.0,-0.5474160765957039
3082,KS,Male,302.0,31,3,C2,3.0,-0.4395609944802861
3083,MN,Female,321.0,82,7,R2,10.0,-0.8039203125298692
3084,IL,Male,377.0,86,8,R2,15.0,-0.5512773204697116
3085,CA,Female,528.0,26,20,U1,35.0,0.6577567782521435
3086,NC,Male,338.0,77,8,T2,9.0,-0.5168811552003587
3087,KY,Female,537.0,56,7,S1,10.0,-0.017317580840372594
3088,NE,Female,394.0,62,15,C2,10.0,-0.7586055592365714
3089,AZ,Female,267.0,19,10,0,20.0,-0.5282586647649516
3090,NC,U,207.0,88,25,S1,20.0,-1.302243987960204
3091,Tennessee,Female,329.0,67,8,R2,12.0,-0.47772605905668103
3092,FL,Female,283.0,39,3,C3,5.0,-0.6868564628475866
3093,CA,Male,645.0,60,17,C1,22.0,1.60896310518964
3094,FL,Female,756.0,36,10,U1,18.0,0.2004846533932641
3095,CA,Female,574.0,29,35,S1,50.0,1.5245897409568603
3096,GU,Male,0.0,0,6,T2,10.0,-4.179469891894217
3097,MT,U,329.0,46,8,R2,12.0,-0.13419912887070806
3098,NC,U,492.0,58,13,C1,12.5,-0.03808644884683197
3099,GA,U,325.0,50,5,R3,7.0,-0.8131609192984958
3100,CA,Female,276.0,23,13,T3,15.0,-0.31383660843179834
3101,CA,Male,1228.0,41,22,S1,22.0,2.9773176780945354
3102,LA,Female,238.0,75,8,C2,13.0,-0.42171860774598924
3103,NC,U,326.0,86,5,T2,7.0,-0.7190244091553011
3104,IN,Male,347.0,78,7,C3,7.0,-0.9520001071694866
3105,MT,U,186.0,88,21,R2,5.0,-0.9622924459777198
3106,WA,U,534.0,43,3,U1,5.0,0.691247291828055
3107,WA,Female,476.0,42,7,T1,15.0,0.4764814588756848
3108,CA,Female,711.0,21,20,U4,50.0,2.629208301957156
3109,KY,Male,201.0,82,11,R3,5.0,-1.1625973789190076
3110,TX,Female,648.0,56,10,C1,20.0,0.2197349723713581
3111,MI,Male,303.0,79,11,U1,14.0,-0.3780020018800287
3112,CA,Male,408.0,41,7,S1,14.0,0.8152781088419687
3113,FL,Male,468.0,45,12,C1,25.0,-0.33213986134692797
3114,NM,Male,289.0,69,13,T2,25.0,-0.5112246782654704
3115,WA,U,285.0,56,2,U3,5.0,-0.594428727019965
3116,NC,U,268.0,88,10,C2,15.0,-0.8224628679896924
3117,CA,Female,410.0,45,16,S2,25.0,-0.05629981172061323
3118,CA,Male,566.0,58,12,S1,5.0,1.5086657235182206
3119,FL,Female,520.0,16,15,C2,20.0,-0.036693714376620876
3120,MO,Male,313.0,79,7,R2,100.0,-0.7924543990987026
3121,FL,Female,511.0,10,6,C2,9.0,-0.1092717942952274
3122,CA,Female,547.0,59,9,S1,15.0,1.6645956746928212
3123,CA,Male,540.0,47,10,U1,13.0,1.0425716887242802
3124,TX,Male,350.0,71,10,T1,10.0,-0.20210173107042792
3125,AZ,Male,283.0,46,4,R2,5.0,-0.7519318188550871
3126,AL,U,415.0,80,8,S1,10.0,-0.40232968835348487
3127,AL,Female,261.0,88,15,R3,20.0,-1.0016030513275997
3128,NE,Male,433.0,65,7,S2,15.0,-0.3866463605068117
3129,IL,Male,278.0,86,4,T3,4.0,-1.1838131073252165
3130,OR,Female,455.0,45,15,S2,21.0,0.040820800293901345
3131,NV,Female,340.0,26,10,C2,16.0,-0.1253574946920523
3132,FL,Female,643.0,26,7,U1,15.0,0.3410564208871698
3133,IL,Male,437.0,56,30,U1,30.0,0.14140962582342448
3134,NV,Female,440.0,18,8,S2,5.0,-0.04366916453578641
3135,CA,Male,624.0,44,10,S1,16.0,2.001799539482866
3136,CA,Male,526.0,60,12,0,15.0,0.6921691365482168
3137,FL,Male,249.0,41,8,C3,10.0,-0.22539035056936296
3138,CA,Male,523.0,61,7,U2,20.0,1.1635342406145237
3139,WA,Female,681.0,36,13,T1,15.0,0.26461745725157837
3140,CA,Female,744.0,27,17,T1,27.0,1.4538754156703937
3141,CA,Female,667.0,58,12,S1,14.0,2.07790005421484
3142,LA,Male,339.0,89,6,T2,12.0,-0.5805616007078276
3143,IN,Female,393.0,51,3,S2,3.0,0.06980303240154481
3144,NC,Male,340.0,36,5,C2,5.0,-0.4539870224499575
3145,CA,Female,697.0,46,21,S1,25.0,1.5092803687278753
3146,NC,U,289.0,89,3,R3,1.0,-0.9468830883724372
3147,SC,Female,398.0,26,5,T3,5.0,-0.0063463684077562695
3148,OR,Male,301.0,56,7,R2,10.0,-0.6826212246266676
3149,IL,Male,241.0,79,7,C3,14.0,-0.06619109866990172
3150,AR,Female,249.0,31,8,R2,20.0,-0.8531295386003706
3151,TX,Female,409.0,45,9,R1,10.0,0.05273761058110388
3152,CO,Female,316.0,25,20,R1,20.0,-0.0847202695315243
3153,MS,Male,289.0,84,8,R2,10.0,-0.7017786047286195
3154,NE,Female,426.0,62,3,S2,10.0,-0.5131077982825574
3155,TX,Female,209.0,62,8,C3,13.0,-1.0980990174851186
3156,GA,U,565.0,46,10,T2,16.0,0.0394914715199048
3157,CA,Male,807.0,22,5,S1,10.0,2.8906554549824
3158,IL,Female,725.0,79,8,S1,10.0,1.082194989763046
3159,OK,Female,394.0,59,15,T2,10.0,-0.40408221016237184
3160,GA,Female,341.0,75,15,R2,15.0,-0.586488690085465
3161,GA,Female,692.0,10,5,R2,5.0,1.7597952801384018
3162,MT,U,476.0,57,9,C2,15.0,-0.1282993545107191
3163,SC,Female,317.0,83,8,T2,15.0,-0.6783983769824377
3164,CA,Female,373.0,54,9,S2,14.0,0.31405470534410423
3165,FL,Male,463.0,24,4,S2,2.0,-0.3472769672021716
3166,IL,Male,551.0,68,16,C1,25.0,0.5693418394062372
3167,IL,Female,435.0,78,5,S2,11.0,-0.025593881007073858
3168,SC,Male,356.0,83,7,T2,8.0,-0.7743008730132901
3169,ID,Male,303.0,38,19,S1,35.0,-0.5037157603128375
3170,NC,U,309.0,71,3,R2,6.0,-0.5244565320172303
3171,CA,Male,0.0,0,22,0,25.0,-4.179469891894217
3172,CA,Male,845.0,49,7,S1,10.0,2.324035040832195
3173,MS,Male,286.0,64,9,R3,10.0,-0.8318271128969792
3174,FL,Male,323.0,33,10,U4,15.0,-0.7878940651988637
3175,CA,Female,406.0,27,11,U2,10.0,1.347841657047251
3176,MI,Female,329.0,68,11,C3,21.0,-1.1930140793502664
3177,IL,Male,363.0,76,8,S2,10.0,-1.9658566469017873
3178,ND,Male,261.0,89,4,R3,10.0,-1.3927559161154965
3179,TX,Male,394.0,60,19,R2,25.0,-0.354052233400387
3180,CA,Female,746.0,53,5,U1,5.0,1.9874651052752144
3181,MO,Female,216.0,62,17,R3,16.0,-1.1930140793502664
3182,OR,Female,454.0,45,13,T2,17.0,0.028818703475306785
3183,CA,Female,352.0,51,8,S2,10.0,0.212541153208239
3184,TX,Male,373.0,70,9,C2,10.0,-0.47038198767984946
3185,FL,Male,649.0,18,8,C1,10.0,0.4775165967675184
3186,CA,Female,1051.0,43,15,S1,20.0,2.790329421157722
3187,UT,Female,295.0,67,5,R2,10.0,-0.6185094213930333
3188,CA,Female,388.0,71,7,R2,12.0,0.2948459101494554
3189,SC,Female,362.0,43,14,C1,22.0,-0.4981086212638906
3190,IL,Female,306.0,80,10,T3,11.0,-1.0096050775710552
3191,CO,Male,430.0,45,23,S3,37.0,-0.24426975932149408
3192,IL,Male,309.0,71,9,R3,15.0,-1.0096050775710552
3193,MN,Male,435.0,64,11,S2,20.0,-0.5055894691747328
3194,WI,Female,339.0,90,9,R3,15.0,-1.2022817430445254
3195,CA,Female,431.0,63,14,R2,20.0,0.26111579410140373
3196,LA,Female,417.0,65,15,T1,24.0,-0.3304670196876576
3197,ND,Male,418.0,84,5,C1,5.0,-0.34221486335642215
3198,MI,Male,306.0,87,9,R3,20.0,-0.8108450535726679
3199,CA,Female,981.0,32,5,U1,5.0,2.89134111505105
3200,MI,Male,713.0,72,35,S1,50.0,0.2715998295129045
3201,CA,Female,224.0,74,5,C3,10.0,-0.6024118283987882
3202,IL,Male,350.0,72,37,R2,30.0,-0.5018443872036845
3203,FL,Female,291.0,31,13,0,20.0,-0.448561198135979
3204,MS,U,357.0,75,5,C2,4.0,-0.9674681109762352
3205,CA,Female,386.0,59,10,U3,10.0,0.5584829513017815
3206,HI,Male,588.0,50,20,U1,20.0,1.9805130177923191
3207,CA,Male,599.0,52,6,S1,10.0,2.037979443027236
3208,OR,Female,343.0,47,7,S2,13.0,-0.46672328953925135
3209,TN,Female,377.0,76,9,R2,10.0,-0.4395609944802861
3210,MI,Female,595.0,88,15,S1,20.0,0.2854816562953571
3211,MI,Female,525.0,73,20,T2,10.0,-0.0063463684077562695
3212,CA,Male,435.0,56,17,T2,10.0,0.8865266572937117
3213,FL,Male,396.0,32,13,R2,10.0,0.06718881114778348
3214,TN,Female,306.0,84,11,R2,14.0,-0.9041474802122478
3215,FL,Female,331.0,7,6,C2,7.0,0.2948459101494554
3216,CA,Female,513.0,45,13,U2,20.0,0.8940077628140497
3217,CA,Female,409.0,47,9,C2,10.0,0.3242287012964202
3218,IL,Female,378.0,40,10,U2,15.0,2.5324045321598856
3219,CA,Female,483.0,61,7,C1,13.0,1.1994583641238985
3220,TX,Female,331.0,64,6,T3,10.0,-1.0475956612736832
3221,OR,Female,603.0,42,4,0,5.0,0.14765899896459064
3222,TX,Female,502.0,53,10,S1,10.0,-0.03252254082139697
3223,NM,Male,0.0,0,21,T3,25.0,-4.179469891894217
3224,CA,Female,461.0,62,12,U1,12.0,1.5674856330132325
3225,MI,Male,618.0,67,15,S1,32.0,0.24232075430853015
3226,WI,U,221.0,48,10,U4,15.0,-1.3089753546596312
3227,LA,Female,251.0,87,4,R3,4.0,-0.8131609192984958
3228,KS,Female,363.0,67,16,T2,23.0,-0.8603035253019408
3229,ND,Male,350.0,82,10,R2,10.0,-1.1182762604360532
3230,SC,Female,331.0,72,20,T2,5.0,-0.7720480039926799
3231,TX,Female,455.0,77,3,T2,5.0,-0.1194897174986665
3232,TX,Female,611.0,51,10,T1,20.0,-0.13863809689897938
3233,TX,Male,574.0,55,4,S2,5.0,-0.06477440818245657
3234,MO,Male,398.0,80,6,T2,6.0,-0.4557999498643348
3235,MI,Female,436.0,83,12,U2,20.0,-0.3388492701563192
3236,MO,Male,365.0,61,13,S2,23.0,-0.5964204439105331
3237,MO,Female,411.0,84,10,0,32.0,-0.3506608998143235
3238,TX,Female,245.0,80,7,R3,11.0,-1.033902792402554
3239,CA,Female,340.0,63,25,C2,10.0,0.8714777577724877
3240,FL,Female,432.0,21,8,0,7.0,-0.08042567622442208
3241,MI,Male,672.0,80,8,S1,12.0,0.31405470534410423
3242,AL,U,370.0,92,7,T2,6.0,-0.7475000106525315
3243,GA,Male,375.0,75,15,T2,15.0,-0.3625631948386197
3244,MO,U,322.0,81,5,R2,5.0,-1.2336704057478791
3245,CA,Female,447.0,55,5,S2,10.0,1.5608951832070517
3246,IN,Female,343.0,85,5,R3,5.0,-0.9700633940270411
3247,MN,Male,337.0,86,3,R2,5.0,-1.2241720743007354
3248,CA,Male,276.0,35,8,U3,10.0,0.4271508245628073
3249,FL,Male,313.0,21,7,C3,10.0,-0.586488690085465
3250,WA,Female,249.0,43,9,R2,10.0,-0.9165785822204294
3251,CA,Female,380.0,45,12,T2,10.0,0.4314019875479855
3252,NM,Male,378.0,57,8,C2,10.0,-0.015942206313870413
3253,KY,Male,542.0,79,23,T1,36.0,0.23759016680550402
3254,CA,Female,487.0,43,5,S2,5.0,0.5123658157729459
3255,AR,Male,196.0,76,3,T3,5.0,-1.1124794431370166
3256,MI,Male,441.0,14,21,T2,50.0,-0.5037157603128375
3257,FL,Male,414.0,11,9,C2,12.0,-0.052078827444760105
3258,MO,Female,340.0,69,12,R1,15.0,-0.5358921050074062
3259,KS,Female,1078.0,45,23,S1,35.0,1.1966075213408367
3260,MN,Female,772.0,66,9,S1,19.0,0.4493585329947812
3261,CA,Female,256.0,23,6,C3,10.0,0.762725476845343
3262,CA,Female,402.0,45,15,U1,35.0,1.8463574904071296
3263,ID,Male,323.0,52,10,R2,15.0,-0.522559087368877
3264,KY,Female,225.0,87,15,R3,10.0,-1.2922147606706036
3265,CA,Female,989.0,37,8,0,10.0,2.173676813194519
3266,MI,Female,412.0,77,12,U2,14.0,-1.0122830867194248
3267,CA,Male,614.0,44,25,U1,30.0,1.8547809144604477
3268,OR,Female,240.0,55,9,C3,15.0,-0.9215828101806438
3269,WI,Female,604.0,64,15,S1,15.0,0.1563699684407565
3270,KY,Female,205.0,72,3,U4,5.0,-1.0149664708226138
3271,MI,Male,594.0,76,10,T2,13.0,-0.13419912887070806
3272,AZ,Female,608.0,18,12,S1,18.0,0.8376125515521723
3273,CA,Female,630.0,57,4,U1,10.0,2.2395961886844806
3274,NC,U,356.0,59,5,R2,6.0,-0.14012046097809716
3275,FL,Male,290.0,24,11,C2,10.0,-0.5018443872036845
3276,NV,Female,321.0,15,6,U3,5.0,-0.20518731288643544
3277,FL,Male,335.0,40,7,S1,5.0,-0.4395609944802861
3278,FL,Male,361.0,24,11,T2,10.0,-0.19748449561529732
3279,GA,Female,420.0,54,10,C2,15.0,-0.4594323197082344
3280,WI,U,397.0,92,11,T2,20.0,-0.3642710186102954
3281,FL,Male,472.0,13,14,C1,16.0,0.5365713292023525
3282,FL,Female,254.0,25,3,T3,5.0,-0.6429928190749371
3283,CA,Male,733.0,60,11,C1,15.0,1.4745864057324665
3284,AR,U,412.0,48,8,T2,20.0,-0.41287500574457836
3285,UT,Female,431.0,59,7,U1,10.0,-0.21137641649841554
3286,IL,Female,725.0,56,7,S1,8.0,1.2947930692210268
3287,WA,U,439.0,37,15,S2,23.0,-0.06477440818245657
3288,SD,Female,295.0,84,10,R2,15.0,-1.4596112664320704
3289,CA,Female,494.0,38,12,T2,13.0,1.0609566301443056
3290,IN,Female,455.0,66,12,T2,25.0,0.06325986055499189
3291,CA,Female,257.0,60,17,T2,20.0,-0.3608572546337867
3292,WI,U,545.0,52,10,S1,15.0,0.019423860773233315
3293,MI,Female,481.0,88,10,U3,21.0,-0.3472769672021716
3294,CA,Male,339.0,59,5,R2,9.0,0.1650368990293952
3295,HI,Male,360.0,15,7,U2,9.0,0.7068577916351186
3296,AR,Female,252.0,80,4,R2,5.0,-1.1095906672045626
3297,CA,Female,474.0,36,14,S2,15.0,1.6013196299880834
3298,CA,Female,423.0,56,9,S2,25.0,1.102464802934768
3299,LA,Female,446.0,70,9,S1,15.0,-0.21914671270812244
3300,MO,Female,529.0,80,10,S1,10.0,0.08669748748700921
3301,TX,Female,223.0,61,12,C3,15.0,-0.8723433383083242
3302,FL,Female,660.0,21,9,C1,10.0,0.762725476845343
3303,MO,Female,248.0,71,6,T2,10.0,-1.0122830867194248
3304,FL,Female,403.0,37,9,S3,5.0,-0.3338145027105503
3305,MN,Male,359.0,78,9,R2,12.0,-0.6512461778255472
3306,CO,Female,612.0,29,13,S1,16.0,0.3499663283627447
3307,OR,Female,419.0,54,30,S2,51.0,-0.36769233622574
3308,MI,Male,578.0,57,12,S1,17.0,-0.2458532295182031
3309,CA,Male,423.0,49,13,C2,10.0,0.2820214849692026
3310,CA,Female,574.0,59,5,S1,6.0,1.307675162178357
3311,OR,Female,711.0,35,32,R2,50.0,0.6539985027852078
3312,CO,Female,197.0,32,3,T2,3.0,-0.7430819672213929
3313,NC,U,635.0,35,11,C1,14.0,0.7564993306195765
3314,IL,Male,553.0,61,12,T1,12.0,0.352186838938089
3315,WI,U,360.0,82,17,R2,30.0,-0.7430819672213929
3316,MI,Male,285.0,69,15,R2,15.0,-1.4827525564491297
3317,FL,Male,595.0,5,11,C2,15.0,-0.052078827444760105
3318,IA,Female,279.0,64,3,C3,5.0,-1.2400424553314617
3319,IL,Female,399.0,56,24,U3,25.0,0.15885070544280577
3320,TN,Female,318.0,62,9,S3,25.0,-0.7497141879320699
3321,MI,Male,434.0,71,27,S2,50.0,-0.7125329067895404
3322,WA,U,335.0,56,20,R1,20.0,-0.48880961313053733
3323,CA,Female,250.0,63,13,R2,21.0,-0.46672328953925135
3324,CA,Female,292.0,66,5,R2,5.0,-0.3557506873310086
3325,CA,Female,717.0,54,16,S1,25.0,1.665167825367523
3326,FL,Male,608.0,30,17,S1,35.0,0.11108996206840986
3327,SC,Female,213.0,74,21,C3,10.0,-0.25379441541719144
3328,IL,Female,343.0,32,20,U1,20.0,0.2113392749332215
3329,IL,U,383.0,56,15,S3,18.0,-1.0448457636487039
3330,TX,Male,297.0,61,5,T2,6.0,-1.2210217111379065
3331,CA,Male,325.0,56,8,T2,13.0,0.34328809378430086
3332,IL,Female,430.0,79,4,S2,4.0,-0.13567743371817365
3333,CA,Female,405.0,50,20,C2,5.0,0.7268703458803865
3334,AK,U,568.0,30,16,T2,10.0,0.1489061391631321
3335,TN,Male,316.0,82,13,R2,14.0,-0.8108450535726679
3336,CA,Male,520.0,34,9,C1,10.0,1.271539957109347
3337,MI,Female,345.0,91,8,R2,12.0,-0.5378065853949795
3338,KS,Female,298.0,77,4,C3,3.0,-0.8893773087902354
3339,TN,Female,292.0,89,6,0,7.0,-0.9571365026048338
3340,FL,Female,348.0,34,8,T2,10.0,-0.2714067246069612
3341,CA,U,324.0,53,9,T2,12.0,0.26694801097473275
3342,CA,Female,757.0,45,20,T2,20.0,1.7272162626589866
3343,TN,Male,377.0,69,10,T2,25.0,-0.3557506873310086
3344,CA,Female,368.0,46,18,U3,44.0,0.5928149037010441
3345,ID,Male,283.0,40,8,R2,20.0,-0.7342867801713364
3346,CA,Male,577.0,51,20,C1,25.0,0.5771993136671334
3347,CA,Male,671.0,36,7,U1,15.0,1.5227583502839432
3348,TX,Female,451.0,78,17,C2,26.0,-0.5609745782327703
3349,KY,Male,658.0,77,15,S1,21.0,0.6034748626706498
3350,NC,U,445.0,59,15,0,12.0,-0.42171860774598924
3351,CA,Male,403.0,43,11,T3,10.0,-0.1268277580034095
3352,WI,Female,327.0,65,8,R2,16.0,-0.5687783028078057
3353,IL,Male,323.0,89,4,R3,5.0,-0.9165785822204294
3354,CA,Male,589.0,48,23,U1,35.0,2.180077803983214
3355,NC,U,212.0,77,5,C3,10.0,-0.8531295386003706
3356,MI,Male,543.0,74,16,T1,30.0,-0.011822910977011224
3357,CA,Female,388.0,36,15,C2,25.0,0.7900573307121361
3358,SC,Female,0.0,0,6,T2,1.0,-4.179469891894217
3359,AR,Female,259.0,35,44,S2,25.0,-0.7299094420615095
3360,WA,U,466.0,54,22,T2,25.0,0.24703853088003777
3361,AL,U,472.0,68,7,T2,10.0,-0.23008920894539125
3362,KS,Female,495.0,47,16,T2,25.0,-0.4467568894648337
3363,AR,Female,354.0,44,11,0,20.0,-0.8893773087902354
3364,OR,Female,524.0,50,12,T2,20.0,0.00047402885235279466
3365,MO,Male,430.0,67,13,T2,21.0,-0.34221486335642215
3366,CA,Male,676.0,41,14,U1,15.0,1.4695839587094015
3367,FL,Male,478.0,15,9,S2,10.0,0.2173403476550626
3368,TX,Female,437.0,53,13,T1,10.0,-0.29084732261575147
3369,MI,Female,403.0,80,4,R2,5.0,-0.4832576519396273
3370,WA,U,307.0,52,15,T2,5.0,-0.448561198135979
3371,IL,Female,456.0,78,5,R2,4.0,-0.23008920894539125
3372,TX,Male,291.0,82,25,T2,30.0,-1.0311810696009296
3373,FL,Female,335.0,27,8,C3,15.0,-0.5397235285364383
3374,NC,Male,255.0,90,9,T2,10.0,-0.9571365026048338
3375,GA,Male,441.0,54,15,T2,21.0,-0.1700570107003664
3376,FL,Female,264.0,12,10,U3,5.0,-0.6762915733790563
3377,OR,Female,580.0,53,11,S1,10.0,0.28317563340966323
3378,MS,Male,333.0,65,4,T2,5.0,-0.7277257948498115
3379,AZ,Female,425.0,15,11,C2,23.0,0.889855134581392
3380,AZ,Female,299.0,35,7,S2,20.0,-0.33716920258461197
3381,MT,U,285.0,78,10,R3,5.0,-1.1716469826328046
3382,SC,Male,505.0,49,7,T1,10.0,-0.05911982739222171
3383,TX,Male,639.0,62,6,C1,6.0,0.23995706697338223
3384,IL,Male,459.0,71,20,C2,20.0,0.05009672897019125
3385,CA,Female,1002.0,51,13,S1,30.0,2.7359290049239093
3386,TX,Male,497.0,64,15,R2,20.0,-0.34053115555510555
3387,TX,Female,271.0,79,7,S3,10.0,-0.6144684247257568
3388,GA,Female,507.0,69,10,T1,15.0,-0.18523657839814794
3389,OR,Male,421.0,37,10,S1,15.0,-0.3088818335551389
3390,TX,U,426.0,62,5,C2,10.0,-0.522559087368877
3391,NV,Male,533.0,25,17,S2,18.0,0.027479810744828678
3392,NC,Male,621.0,66,12,T1,15.0,0.26461745725157837
